16 22106 83718
0 0     -3.859900e+02 3.871200e+02
3 78     -2.219600e+02 -4.769000e+01
9 78     -2.223800e+02 3.205000e+02
0 79     3.245900e+02 5.168100e+02
1 79     7.352600e+02 4.448800e+02
4 79     4.119995e+00 -5.745100e+02
5 79     7.284399e+02 -1.231900e+02
6 79     -1.326600e+02 6.087100e+02
9 79     -1.570300e+02 3.202900e+02
11 79     4.401700e+02 -2.342200e+02
0 80     5.932800e+02 1.561500e+02
1 80     8.714800e+02 -2.419983e+00
2 80     4.901300e+02 1.344100e+02
3 80     3.528000e+02 -1.792000e+02
6 80     4.045900e+02 3.092500e+02
8 80     4.618700e+02 8.248001e+01
9 80     2.800000e+02 2.117000e+02
10 80     5.827700e+02 3.861300e+02
12 80     4.896801e+02 3.178100e+02
13 80     7.963000e+02 -6.135999e+01
0 81     1.378000e+02 -1.078300e+02
1 81     2.614399e+02 -1.178700e+02
2 81     3.288800e+02 -5.229999e+01
3 81     2.342800e+02 -3.555400e+02
6 81     1.552700e+02 -5.659003e+01
7 81     7.090997e+01 2.996997e+01
8 81     2.982300e+02 -9.235999e+01
10 81     7.731000e+01 3.041998e+01
12 81     1.715800e+02 -1.119000e+01
13 81     5.073800e+02 -3.039300e+02
15 81     1.660100e+02 9.299988e+00
0 82     1.180900e+02 4.264300e+02
1 82     4.827500e+02 4.037700e+02
2 82     -1.755100e+02 1.764400e+02
3 82     -3.126400e+02 -1.555100e+02
4 82     -3.728003e+01 -4.279600e+02
7 82     -1.031100e+02 5.047800e+02
8 82     -6.475000e+01 1.341400e+02
9 82     -2.969500e+02 2.204900e+02
13 82     2.849800e+02 1.135300e+02
14 82     4.300800e+02 -3.091200e+02
0 83     1.875300e+02 1.485999e+01
1 83     3.485200e+02 -1.192999e+01
2 83     3.299301e+02 8.263000e+01
3 83     2.266600e+02 -2.272100e+02
4 83     -2.874300e+02 -5.639100e+02
7 83     9.904999e+01 1.593800e+02
8 83     3.045100e+02 2.094000e+01
10 83     1.211000e+02 1.772800e+02
13 83     5.352700e+02 -1.932200e+02
15 83     2.192000e+02 1.829900e+02
0 84     1.012500e+02 -4.721002e+01
1 84     2.425100e+02 -4.695001e+01
2 84     2.761700e+02 7.289978e+00
3 84     1.817000e+02 -2.992600e+02
4 84     -3.192300e+02 -4.941700e+02
7 84     2.585999e+01 8.460999e+01
8 84     2.553500e+02 -4.210999e+01
9 84     1.219900e+02 1.014100e+02
10 84     2.822998e+01 9.665997e+01
15 84     1.081400e+02 8.675000e+01
0 85     1.011200e+02 -6.097998e+01
1 85     2.378101e+02 -6.079999e+01
2 85     2.810400e+02 -6.869995e+00
3 85     1.873300e+02 -3.123900e+02
7 85     2.800000e+01 7.090997e+01
8 85     2.594400e+02 -5.442001e+01
10 85     2.948999e+01 8.114001e+01
13 85     4.722500e+02 -2.646400e+02
0 86     1.825100e+02 -8.396002e+01
1 86     3.130800e+02 -1.085700e+02
2 86     3.623700e+02 -1.747998e+01
3 86     2.641300e+02 -3.208200e+02
6 86     1.925000e+02 -1.600000e+01
8 86     3.272200e+02 -6.346997e+01
10 86     1.267900e+02 6.278003e+01
13 86     5.437600e+02 -2.792900e+02
0 87     2.619995e+00 -4.784998e+01
1 87     1.499200e+02 -1.878003e+01
2 87     1.638300e+02 -2.902002e+01
3 87     7.634003e+01 -3.364300e+02
6 87     -1.867999e+01 -3.623999e+01
7 87     -7.513000e+01 6.556000e+01
8 87     1.618200e+02 -7.032001e+01
9 87     3.042999e+01 6.702002e+01
10 87     -8.562000e+01 8.606000e+01
12 87     -7.359985e+00 1.709003e+01
13 87     3.789301e+02 -2.633600e+02
15 87     -2.513000e+01 7.285999e+01
0 88     -1.764001e+01 -4.846002e+01
1 88     1.317700e+02 -1.371002e+01
2 88     1.380800e+02 -3.988000e+01
3 88     5.256000e+01 -3.480800e+02
4 88     -3.040000e+02 -3.959100e+02
6 88     -4.419000e+01 -4.584998e+01
7 88     -9.589001e+01 6.044000e+01
8 88     1.415300e+02 -7.860999e+01
9 88     1.297998e+01 5.758002e+01
10 88     -1.081700e+02 8.295001e+01
12 88     -3.196997e+01 8.429993e+00
13 88     3.594200e+02 -2.663800e+02
15 88     -5.103998e+01 6.888000e+01
0 89     8.909003e+01 3.873300e+02
1 89     4.421600e+02 3.724100e+02
2 89     -1.972100e+02 1.303000e+02
7 89     -1.251400e+02 4.616200e+02
11 89     2.359100e+02 -3.608600e+02
14 89     4.018600e+02 -3.511700e+02
0 90     5.527700e+02 2.468200e+02
1 90     8.579100e+02 1.050200e+02
2 90     4.222900e+02 2.041800e+02
3 90     2.845100e+02 -1.156200e+02
7 90     3.712500e+02 4.096700e+02
8 90     4.077200e+02 1.407300e+02
9 90     2.208400e+02 2.677900e+02
10 90     5.284900e+02 4.895400e+02
11 90     6.797300e+02 -4.774800e+02
12 90     4.213101e+02 4.013500e+02
13 90     7.452400e+02 1.159998e+01
15 90     7.128500e+02 5.575200e+02
0 91     -5.580700e+02 3.910000e+02
1 91     -2.000700e+02 5.359700e+02
5 91     -1.539500e+02 -2.595000e+02
7 91     -7.840600e+02 3.924600e+02
10 91     -8.167200e+02 5.592100e+02
11 91     -3.447500e+02 -3.585900e+02
14 91     -2.358100e+02 -3.555900e+02
0 92     -2.784100e+02 -4.636200e+02
1 92     -2.255600e+02 -3.278400e+02
4 92     -5.755000e+02 -1.689300e+02
6 92     -2.134700e+02 -6.697100e+02
0 93     -4.952300e+02 3.796100e+02
1 93     -1.439600e+02 5.106800e+02
10 93     -7.344400e+02 5.489400e+02
14 93     -1.755300e+02 -3.688600e+02
0 94     -5.432100e+02 3.561600e+02
1 94     -1.940800e+02 4.993600e+02
5 94     -1.446400e+02 -2.977500e+02
14 94     -2.262900e+02 -3.938300e+02
15 94     -8.224600e+02 5.540900e+02
0 95     -3.520700e+02 4.695000e+02
1 95     1.385999e+01 5.640500e+02
2 95     -6.362600e+02 2.248700e+02
5 95     5.790002e+01 -1.812400e+02
7 95     -5.768300e+02 4.994100e+02
11 95     -1.621600e+02 -2.941200e+02
14 95     -2.632001e+01 -2.736800e+02
0 96     -3.795500e+02 4.535100e+02
1 96     -1.640997e+01 5.547800e+02
7 96     -6.028400e+02 4.792600e+02
11 96     -1.872100e+02 -3.079700e+02
12 96     -7.260600e+02 3.983000e+02
0 97     -3.508700e+02 3.998600e+02
1 97     -8.800049e-01 4.957700e+02
2 97     -6.348100e+02 1.374100e+02
5 97     5.178998e+01 -2.556000e+02
7 97     -5.657000e+02 4.252700e+02
10 97     -5.581200e+02 5.855700e+02
11 97     -1.642900e+02 -3.545300e+02
14 97     -3.142999e+01 -3.471400e+02
0 98     -4.993000e+02 4.040900e+02
1 98     -1.422300e+02 5.350400e+02
5 98     -9.415002e+01 -2.472300e+02
8 98     -5.721500e+02 9.628000e+01
10 98     -7.437100e+02 5.798600e+02
0 99     -5.434000e+02 4.285100e+02
1 99     -1.778800e+02 5.677600e+02
5 99     -1.334200e+02 -2.205400e+02
7 99     -7.737000e+02 4.342900e+02
11 99     -3.285700e+02 -3.273300e+02
13 99     -2.414700e+02 8.529001e+01
14 99     -2.157300e+02 -3.166300e+02
0 100     -4.288600e+02 3.977900e+02
1 100     -7.672998e+01 5.124900e+02
2 100     -7.188500e+02 1.338400e+02
7 100     -6.465900e+02 4.138400e+02
8 100     -5.081500e+02 9.078000e+01
10 100     -6.542100e+02 5.764900e+02
12 100     -7.765700e+02 3.205000e+02
14 100     -1.080900e+02 -3.494400e+02
0 101     -4.305600e+02 4.729600e+02
1 101     -6.125000e+01 5.854000e+02
2 101     -7.201900e+02 2.298600e+02
5 101     -1.770001e+01 -1.766100e+02
8 101     -5.107600e+02 1.656500e+02
12 101     -7.913300e+02 4.157800e+02
14 101     -1.012800e+02 -2.703700e+02
0 102     -4.470000e+02 3.914400e+02
1 102     -9.547998e+01 5.107100e+02
5 102     -4.465002e+01 -2.619900e+02
7 102     -6.648000e+02 4.050600e+02
8 102     -5.245400e+02 8.395001e+01
11 102     -2.490000e+02 -3.609200e+02
12 102     -7.980000e+02 3.098200e+02
13 102     -1.660700e+02 5.671002e+01
14 102     -1.267400e+02 -3.562900e+02
0 103     -5.123200e+02 4.442500e+02
1 103     -1.454200e+02 5.758700e+02
5 103     -1.008000e+02 -2.052600e+02
7 103     -7.424600e+02 4.550500e+02
14 103     -1.836900e+02 -3.003000e+02
0 104     -4.244600e+02 4.563400e+02
1 104     -5.928003e+01 5.681700e+02
2 104     -7.138100e+02 2.086800e+02
5 104     -1.378998e+01 -1.939400e+02
11 104     -2.260300e+02 -3.049600e+02
14 104     -9.726001e+01 -2.875500e+02
0 105     -4.473600e+02 3.997000e+02
1 105     -9.403003e+01 5.190600e+02
7 105     -6.661600e+02 4.140400e+02
10 105     -6.772900e+02 5.777700e+02
12 105     -7.992300e+02 3.204300e+02
14 105     -1.259200e+02 -3.472900e+02
0 106     -4.846800e+02 3.848800e+02
1 106     -1.327700e+02 5.132000e+02
4 106     -1.228998e+01 -8.085999e+01
11 106     -2.824800e+02 -3.661000e+02
0 107     -5.400900e+02 4.395200e+02
1 107     -1.726000e+02 5.776900e+02
0 108     -1.249800e+02 1.093200e+02
1 108     9.991998e+01 1.647000e+02
2 108     -1.394900e+02 1.049988e+00
5 108     4.123900e+02 -5.605900e+02
6 108     -3.191900e+02 6.259003e+01
7 108     -2.529300e+02 1.856300e+02
10 108     -2.503500e+02 2.566600e+02
12 108     -2.591900e+02 1.151500e+02
15 108     -2.119900e+02 2.685300e+02
0 109     -4.269300e+02 4.288600e+02
1 109     -6.888000e+01 5.421700e+02
4 109     6.320007e+00 -1.138800e+02
5 109     -1.947998e+01 -2.230800e+02
8 109     -5.064100e+02 1.223700e+02
10 109     -6.571000e+02 6.152800e+02
11 109     -2.305800e+02 -3.288500e+02
12 109     -7.799600e+02 3.599700e+02
13 109     -1.486900e+02 8.959000e+01
14 109     -1.029600e+02 -3.166700e+02
0 110     -3.159900e+02 4.188000e+02
1 110     3.753003e+01 5.058000e+02
2 110     -5.965700e+02 1.605000e+02
4 110     -8.309998e+00 -1.725800e+02
5 110     8.939001e+01 -2.363100e+02
7 110     -5.316800e+02 4.487800e+02
8 110     -4.091800e+02 1.139200e+02
10 110     -5.177400e+02 6.110900e+02
12 110     -6.438900e+02 3.634800e+02
13 110     -5.966998e+01 8.534000e+01
14 110     5.169983e+00 -3.271500e+02
0 111     4.015997e+01 -2.316000e+02
1 111     1.258000e+02 -2.071900e+02
3 111     2.119200e+02 -4.950100e+02
6 111     1.062500e+02 -2.247500e+02
7 111     -1.280029e+00 -1.085000e+02
8 111     2.610000e+02 -2.143600e+02
9 111     1.468000e+02 -6.521002e+01
12 111     1.055300e+02 -1.805500e+02
13 111     4.427100e+02 -4.208100e+02
15 111     4.958002e+01 -1.711500e+02
0 112     -1.080017e+00 -2.227400e+02
1 112     9.026001e+01 -1.856000e+02
2 112     2.411500e+02 -2.042900e+02
3 112     1.618700e+02 -5.037600e+02
4 112     -4.353000e+02 -4.082500e+02
6 112     5.341998e+01 -2.320601e+02
7 112     -4.495001e+01 -1.079200e+02
8 112     2.164700e+02 -2.190800e+02
10 112     -7.192999e+01 -1.161300e+02
12 112     5.128003e+01 -1.848300e+02
13 112     4.029700e+02 -4.170200e+02
15 112     -7.229980e+00 -1.643600e+02
0 113     4.428003e+01 -2.320300e+02
1 113     1.295900e+02 -2.088900e+02
3 113     2.170400e+02 -4.930800e+02
4 113     -4.512300e+02 -4.470800e+02
6 113     1.116400e+02 -2.232300e+02
7 113     3.140015e+00 -1.082200e+02
8 113     2.655300e+02 -2.130100e+02
9 113     1.514900e+02 -6.403003e+01
10 113     -1.751001e+01 -1.228100e+02
12 113     1.112700e+02 -1.790800e+02
15 113     5.537000e+01 -1.710600e+02
0 114     2.358002e+01 1.107400e+02
1 114     2.209900e+02 1.296600e+02
2 114     1.142900e+02 1.231500e+02
5 114     6.428900e+02 -5.453199e+02
6 114     -6.328003e+01 1.442300e+02
7 114     -8.420001e+01 2.247100e+02
10 114     -7.778998e+01 2.725600e+02
12 114     -3.703003e+01 1.981100e+02
15 114     -1.678998e+01 2.916800e+02
0 115     -6.075000e+01 6.903998e+01
1 115     1.311200e+02 1.112700e+02
3 115     -6.425000e+01 -2.685400e+02
4 115     -2.200000e+02 -3.615000e+02
5 115     5.408400e+02 -5.975500e+02
6 115     -1.587500e+02 6.437000e+01
7 115     -1.654700e+02 1.666200e+02
8 115     5.348999e+01 -2.940002e+00
10 115     -1.710900e+02 2.135700e+02
12 115     -1.326300e+02 1.202700e+02
13 115     2.962500e+02 -1.713600e+02
15 115     -1.245800e+02 2.222400e+02
0 116     6.288000e+01 5.094800e+02
1 116     4.458900e+02 5.034800e+02
2 116     -2.343500e+02 2.716000e+02
3 116     -3.673600e+02 -6.126001e+01
5 116     4.666500e+02 -1.381900e+02
6 116     -4.108600e+02 5.465100e+02
7 116     -1.672900e+02 5.841000e+02
8 116     -1.137100e+02 2.082200e+02
9 116     -3.513900e+02 3.021800e+02
12 116     -2.388900e+02 5.286800e+02
14 116     3.737900e+02 -2.238600e+02
0 117     1.317000e+02 1.395001e+01
1 117     2.911500e+02 4.320007e+00
2 117     2.825800e+02 7.484998e+01
3 117     1.839000e+02 -2.350400e+02
4 117     -2.794200e+02 -5.192500e+02
6 117     1.100800e+02 7.967999e+01
7 117     4.554999e+01 1.502600e+02
8 117     2.629700e+02 1.398001e+01
10 117     5.753003e+01 1.709900e+02
13 117     4.893400e+02 -1.975900e+02
0 118     -3.558002e+01 4.886500e+02
1 118     3.372800e+02 5.066800e+02
5 118     3.692400e+02 -1.619200e+02
6 118     -5.169400e+02 4.991100e+02
7 118     -2.602500e+02 5.525300e+02
8 118     -1.865800e+02 1.867500e+02
9 118     -4.264200e+02 2.774500e+02
11 118     1.159300e+02 -2.747700e+02
12 118     -3.409000e+02 4.898900e+02
13 118     1.623800e+02 1.584100e+02
14 118     2.793700e+02 -2.487000e+02
0 119     5.560100e+02 2.534200e+02
1 119     8.635000e+02 1.113800e+02
2 119     4.238600e+02 2.117200e+02
6 119     3.337600e+02 4.022500e+02
8 119     4.084000e+02 1.468200e+02
9 119     2.216400e+02 2.744500e+02
10 119     5.315601e+02 4.979000e+02
11 119     6.811801e+02 -4.702900e+02
12 119     4.227600e+02 4.092000e+02
15 119     7.162200e+02 5.676100e+02
0 120     1.669983e+00 4.915200e+02
1 120     3.769000e+02 5.000300e+02
2 120     -2.892400e+02 2.497300e+02
3 120     -4.201600e+02 -8.137000e+01
4 120     9.349976e+00 -3.601500e+02
5 120     4.059000e+02 -1.589400e+02
6 120     -4.753500e+02 5.095500e+02
7 120     -2.242000e+02 5.588000e+02
8 120     -1.582600e+02 1.898000e+02
9 120     -3.966600e+02 2.812700e+02
11 120     1.491100e+02 -2.713700e+02
12 120     -3.008100e+02 4.979900e+02
0 121     -4.017999e+01 4.909500e+02
1 121     3.326500e+02 5.100300e+02
2 121     -3.277300e+02 2.496400e+02
4 121     1.253998e+01 -3.354200e+02
5 121     3.653000e+02 -1.590500e+02
6 121     -5.220400e+02 5.028600e+02
7 121     -2.650600e+02 5.543700e+02
8 121     -1.896400e+02 1.897300e+02
11 121     1.115200e+02 -2.725900e+02
12 121     -3.452300e+02 4.936800e+02
13 121     1.585000e+02 1.599200e+02
14 121     2.747000e+02 -2.463600e+02
0 122     1.183800e+02 4.099731e-01
1 122     2.745200e+02 -5.500000e+00
2 122     2.755601e+02 5.935999e+01
3 122     1.777300e+02 -2.491600e+02
4 122     -2.881500e+02 -5.126200e+02
6 122     1.102200e+02 6.358002e+01
7 122     3.548999e+01 1.349400e+02
8 122     2.547200e+02 1.679993e+00
10 122     4.467999e+01 1.536900e+02
13 122     4.799600e+02 -2.103700e+02
15 122     1.253100e+02 1.540400e+02
0 123     5.598000e+02 1.577700e+02
1 123     8.368101e+02 8.580017e+00
7 123     3.901000e+02 3.244500e+02
10 123     5.436700e+02 3.850400e+02
12 123     4.510601e+02 3.059500e+02
15 123     7.324301e+02 4.331700e+02
0 124     -2.609003e+01 5.030800e+02
1 124     3.511500e+02 5.191100e+02
2 124     -3.154700e+02 2.647100e+02
3 124     -4.451800e+02 -6.735999e+01
4 124     1.872998e+01 -3.447100e+02
5 124     3.791400e+02 -1.462800e+02
6 124     -5.090400e+02 5.208800e+02
7 124     -2.523900e+02 5.688900e+02
12 124     -3.336100e+02 5.093400e+02
0 125     1.272900e+02 4.483700e+02
1 125     4.983199e+02 4.239100e+02
2 125     -1.697500e+02 2.031000e+02
3 125     -3.065200e+02 -1.292300e+02
4 125     -2.490002e+01 -4.354399e+02
5 125     5.297700e+02 -2.023700e+02
7 125     -9.734998e+01 5.285700e+02
8 125     -6.019000e+01 1.548200e+02
12 125     -1.592700e+02 4.660300e+02
13 125     2.917000e+02 1.336300e+02
14 125     4.383800e+02 -2.847100e+02
0 126     3.112600e+02 5.753000e+02
1 126     7.379800e+02 5.111600e+02
2 126     -2.534998e+01 3.437700e+02
9 126     -1.761900e+02 3.721400e+02
13 126     4.329700e+02 2.524900e+02
14 126     6.101500e+02 -1.447200e+02
0 127     -1.122400e+02 4.972900e+02
1 127     2.604200e+02 5.344500e+02
2 127     -3.962700e+02 2.573100e+02
7 127     -3.367300e+02 5.540700e+02
8 127     -2.457200e+02 1.946500e+02
0 128     1.250900e+02 -3.498999e+01
1 128     2.692700e+02 -4.201001e+01
3 128     1.988500e+02 -2.805400e+02
4 128     -3.145300e+02 -5.137000e+02
6 128     1.215800e+02 2.328003e+01
7 128     4.756000e+01 1.011500e+02
8 128     2.721300e+02 -2.762000e+01
10 128     5.510999e+01 1.133800e+02
12 128     1.375300e+02 7.263000e+01
13 128     4.903900e+02 -2.398400e+02
15 128     1.388400e+02 1.067100e+02
0 129     1.659399e+02 1.534003e+01
1 129     3.262200e+02 -4.469971e+00
2 129     3.132100e+02 8.178003e+01
3 129     2.111200e+02 -2.282800e+02
6 129     1.449500e+02 9.039001e+01
7 129     7.853003e+01 1.570300e+02
10 129     9.739001e+01 1.768100e+02
12 129     1.673300e+02 1.397100e+02
13 129     5.181801e+02 -1.937200e+02
15 129     1.884900e+02 1.812900e+02
0 130     4.867400e+02 3.696900e+02
1 130     8.421801e+02 2.513500e+02
3 130     1.328500e+02 -7.459998e+01
7 130     2.772300e+02 5.095000e+02
8 130     2.915100e+02 1.864100e+02
9 130     8.914001e+01 3.028200e+02
11 130     5.996200e+02 -3.592700e+02
0 131     3.077200e+02 5.442700e+02
1 131     7.244800e+02 4.785600e+02
2 131     -2.483002e+01 3.105000e+02
3 131     -1.684300e+02 -2.223999e+01
5 131     7.096100e+02 -9.209003e+01
8 131     6.031000e+01 2.463300e+02
9 131     -1.744900e+02 3.460500e+02
11 131     4.214200e+02 -2.109300e+02
12 131     8.390015e+00 6.003700e+02
13 131     4.314399e+02 2.256100e+02
14 131     6.093000e+02 -1.768500e+02
0 132     1.434000e+02 8.089001e+01
1 132     3.259200e+02 6.684003e+01
3 132     1.567900e+02 -1.824500e+02
4 132     -2.348600e+02 -5.248500e+02
6 132     9.050000e+01 1.517500e+02
7 132     4.348999e+01 2.166000e+02
8 132     2.464200e+02 6.223999e+01
10 132     6.478003e+01 2.500600e+02
12 132     1.168800e+02 2.025500e+02
13 132     4.855200e+02 -1.415600e+02
15 132     1.496100e+02 2.674000e+02
0 133     1.866100e+02 5.805400e+02
1 133     5.980500e+02 5.466600e+02
5 133     5.882100e+02 -6.121002e+01
6 133     -2.898800e+02 6.614100e+02
11 133     3.086500e+02 -1.875400e+02
13 133     3.352100e+02 2.485800e+02
0 134     5.440002e+01 5.778800e+02
1 134     4.545900e+02 5.760800e+02
2 134     -2.480700e+02 3.471300e+02
3 134     -3.791100e+02 1.395001e+01
4 134     5.679999e+01 -3.992900e+02
5 134     4.597300e+02 -6.746002e+01
6 134     -4.331600e+02 6.325900e+02
8 134     -1.247500e+02 2.680100e+02
9 134     -3.662700e+02 3.687000e+02
11 134     1.917200e+02 -1.956800e+02
12 134     -2.596500e+02 6.068700e+02
13 134     2.315500e+02 2.383200e+02
14 134     3.646801e+02 -1.546200e+02
0 135     4.948500e+02 4.219200e+02
1 135     8.679500e+02 3.056400e+02
7 135     2.783000e+02 5.618600e+02
8 135     2.888300e+02 2.299800e+02
9 135     8.448999e+01 3.488700e+02
12 135     2.852800e+02 5.484700e+02
0 136     1.682600e+02 5.214001e+01
1 136     3.403600e+02 3.121002e+01
2 136     2.987200e+02 1.127300e+02
3 136     1.953600e+02 -1.985600e+02
7 136     7.339001e+01 1.932300e+02
10 136     9.602002e+01 2.196200e+02
12 136     1.550000e+02 1.796100e+02
13 136     5.131700e+02 -1.630100e+02
0 137     5.222500e+02 3.573300e+02
1 137     8.762100e+02 2.289500e+02
2 137     3.168300e+02 2.542700e+02
3 137     1.758000e+02 -7.090002e+01
6 137     2.260400e+02 4.950800e+02
7 137     3.148101e+02 5.036300e+02
9 137     1.268500e+02 3.063100e+02
10 137     4.845100e+02 6.198600e+02
12 137     3.328600e+02 4.885400e+02
0 138     -9.960022e+00 -1.144000e+01
1 138     1.493199e+02 2.047998e+01
2 138     1.350800e+02 3.349976e+00
3 138     4.765997e+01 -3.071800e+02
4 138     -2.793100e+02 -4.034400e+02
6 138     -4.640002e+01 -1.309998e+00
7 138     -9.453003e+01 9.913000e+01
8 138     1.402200e+02 -4.420999e+01
10 138     -1.040600e+02 1.275100e+02
12 138     -3.332001e+01 5.365997e+01
13 138     3.629500e+02 -2.332800e+02
0 139     5.826500e+02 1.211600e+02
1 139     8.492800e+02 -3.703998e+01
2 139     4.884399e+02 9.165997e+01
3 139     3.528600e+02 -2.210500e+02
6 139     4.012000e+02 2.637400e+02
7 139     4.175100e+02 2.932000e+02
8 139     4.601400e+02 4.757999e+01
9 139     2.795601e+02 1.753400e+02
10 139     5.731801e+02 3.442700e+02
12 139     4.870500e+02 2.732600e+02
15 139     7.685699e+02 3.852300e+02
0 140     3.710400e+02 5.120000e+02
1 140     7.878400e+02 4.277700e+02
2 140     3.257001e+01 2.777300e+02
5 140     7.754800e+02 -1.263200e+02
6 140     -8.391000e+01 6.117100e+02
8 140     1.086300e+02 2.186100e+02
9 140     -1.250300e+02 3.164000e+02
11 140     4.834301e+02 -2.357800e+02
12 140     7.819000e+01 5.725000e+02
14 140     6.747400e+02 -2.056700e+02
0 141     -5.090002e+01 4.513100e+02
1 141     3.094900e+02 4.734500e+02
2 141     -3.256200e+02 2.118900e+02
3 141     -4.545500e+02 -1.188700e+02
0 142     -4.115997e+01 1.206700e+02
1 142     1.668500e+02 1.553900e+02
2 142     1.952002e+01 9.678003e+01
3 142     -7.147998e+01 -2.211200e+02
4 142     -1.892900e+02 -3.756800e+02
5 142     5.516801e+02 -5.381600e+02
6 142     -1.621100e+02 1.279000e+02
7 142     -1.557800e+02 2.196800e+02
8 142     5.290002e+01 3.854001e+01
9 142     -9.851001e+01 1.652400e+02
10 142     -1.542200e+02 2.768500e+02
12 142     -1.287000e+02 1.822200e+02
13 142     3.051000e+02 -1.279500e+02
15 142     -1.046100e+02 2.957100e+02
0 143     2.126899e+02 4.965500e+02
1 143     6.037800e+02 4.519600e+02
2 143     -9.909998e+01 2.584600e+02
3 143     -2.381100e+02 -7.434998e+01
5 143     6.156200e+02 -1.511100e+02
6 143     -2.451800e+02 5.581600e+02
8 143     -1.659973e+00 2.000200e+02
9 143     -2.354800e+02 2.950100e+02
12 143     -7.872998e+01 5.340800e+02
